GISJOIN,STATE,COUNTY,TRACT,BLKGRP,TOTAL_POP,WHITE_POP,WHITE_PERCENTAGE,BIPOC_POP,INCOME,MAJ_BIPOC,MAJ_LOW_INCOME,LON,LAT
G01009700035011,Alabama,Mobile County,3501,1,1033,599,0.579864472,434,53775,0,0,-88.15814288,30.70546105
G01009700035012,Alabama,Mobile County,3501,2,1939,1431,0.738009283,508,60792,0,0,-88.16585124,30.69743585
G01009700035013,Alabama,Mobile County,3501,3,775,775,1,0,124821,0,0,-88.15350632,30.69730763
G01009700035021,Alabama,Mobile County,3502,1,936,891,0.951923077,45,93036,0,0,-88.16634264,30.68459238
G01009700035022,Alabama,Mobile County,3502,2,1512,1452,0.96031746,60,137898,0,0,-88.1546125,30.68460291
G01009700036021,Alabama,Mobile County,3602,1,853,182,0.213364596,671,19871,1,1,-88.19867341,30.69816255
G01009700036022,Alabama,Mobile County,3602,2,736,0,0,736,43313,1,0,-88.20296065,30.70211783
G01009700036051,Alabama,Mobile County,3605,1,951,577,0.606729758,374,39203,0,1,-88.18246653,30.69514134
G01009700036061,Alabama,Mobile County,3606,1,1328,1031,0.776355422,297,35093,0,1,-88.17535682,30.68219865
G01009700036062,Alabama,Mobile County,3606,2,1950,1189,0.60974359,761,30980,0,1,-88.18519633,30.68327057
G01009700036071,Alabama,Mobile County,3607,1,2383,1330,0.558120017,1053,37074,0,1,-88.19554056,30.68559531
G01009700036072,Alabama,Mobile County,3607,2,914,398,0.435448578,516,29741,1,1,-88.20419725,30.68813252
G01009700036081,Alabama,Mobile County,3608,1,1262,361,0.286053883,901,46250,1,0,-88.18358583,30.70524997
G01009700037031,Alabama,Mobile County,3703,1,3663,2263,0.617799618,1400,43939,0,0,-88.19967839,30.67184924
G01009700037041,Alabama,Mobile County,3704,1,2349,1767,0.752234994,582,67402,0,0,-88.1753345,30.66823928
G01009700037042,Alabama,Mobile County,3704,2,2255,1543,0.684257206,712,53097,0,0,-88.18537891,30.6691872
G01009700037051,Alabama,Mobile County,3705,1,2227,1541,0.691962281,686,51369,0,0,-88.19997513,30.65582709
G01009700037052,Alabama,Mobile County,3705,2,2167,1532,0.706968159,635,58162,0,0,-88.19847305,30.64569737
G01009700037061,Alabama,Mobile County,3706,1,1243,913,0.734513274,330,45938,0,0,-88.18594347,30.65482077
G01009700037062,Alabama,Mobile County,3706,2,1947,1437,0.738058552,510,78144,0,0,-88.18236939,30.64606961
G01009700037071,Alabama,Mobile County,3707,1,2092,1164,0.556405354,928,53721,0,0,-88.167421,30.65401005
G01009700037072,Alabama,Mobile County,3707,2,2454,997,0.406275469,1457,38819,1,1,-88.1754162,30.65634562
G01009700037081,Alabama,Mobile County,3708,1,1902,1097,0.576761304,805,76318,0,0,-88.2010355,30.62644071
G01009700037082,Alabama,Mobile County,3708,2,2893,2129,0.735914276,764,53657,0,0,-88.19410161,30.6275566
G01009700037091,Alabama,Mobile County,3709,1,2198,1428,0.649681529,770,84643,0,0,-88.17985275,30.62454702
G01009700037092,Alabama,Mobile County,3709,2,2077,1472,0.708714492,605,71908,0,0,-88.17943698,30.63691746
G01009700037093,Alabama,Mobile County,3709,3,3381,1603,0.474120083,1778,55592,1,0,-88.17852639,30.61689626
G01009700037101,Alabama,Mobile County,3710,1,1368,1010,0.738304094,358,45125,0,0,-88.16465357,30.64016556
G01009700037102,Alabama,Mobile County,3710,2,823,594,0.721749696,229,44500,0,0,-88.16970638,30.62683069
G01009700037103,Alabama,Mobile County,3710,3,2039,942,0.461991172,1097,50298,1,0,-88.16146835,30.62494772
G01009700038001,Alabama,Mobile County,3800,1,1367,407,0.29773226,960,30263,1,1,-88.01490445,30.82469577
G01009700039011,Alabama,Mobile County,3901,1,1225,35,0.028571429,1190,21042,1,1,-88.11056263,30.73155101
G01009700039012,Alabama,Mobile County,3901,2,920,24,0.026086957,896,31618,1,1,-88.11362854,30.7251058
G01009700039021,Alabama,Mobile County,3902,1,835,0,0,835,22703,1,1,-88.10426282,30.72149722
G01009700040001,Alabama,Mobile County,4000,1,896,0,0,896,18750,1,1,-88.09466031,30.74262096
G01009700040002,Alabama,Mobile County,4000,2,847,0,0,847,28813,1,1,-88.10190078,30.74126327
G01009700040003,Alabama,Mobile County,4000,3,1012,0,0,1012,38110,1,1,-88.09820195,30.73646304
G01009700041001,Alabama,Mobile County,4100,1,600,10,0.016666667,590,20357,1,1,-88.0933548,30.73157724
G01009700048001,Alabama,Mobile County,4800,1,450,7,0.015555556,443,25357,1,1,-88.09061646,30.74958362
G01009700048002,Alabama,Mobile County,4800,2,471,0,0,471,13239,1,1,-88.08148635,30.7544825
G01009700049001,Alabama,Mobile County,4900,1,507,39,0.076923077,468,23472,1,1,-88.12324201,30.75682239
G01009700049002,Alabama,Mobile County,4900,2,471,12,0.025477707,459,25231.66667,1,1,-88.11163677,30.75326415
G01009700049003,Alabama,Mobile County,4900,3,1426,0,0,1426,31583,1,1,-88.10684123,30.74567916
G01009700049004,Alabama,Mobile County,4900,4,1307,34,0.026013772,1273,20640,1,1,-88.11783721,30.745711
G01009700050001,Alabama,Mobile County,5000,1,784,242,0.308673469,542,22292,1,1,-88.0965237,30.76459467
G01009700050002,Alabama,Mobile County,5000,2,887,80,0.090191657,807,17917,1,1,-88.10357587,30.75900161
G01009700051001,Alabama,Mobile County,5100,1,849,210,0.247349823,639,24219,1,1,-88.08644781,30.76179047
G01009700051002,Alabama,Mobile County,5100,2,673,250,0.371471025,423,21328,1,1,-88.09077819,30.76196563
G01009700052001,Alabama,Mobile County,5200,1,897,651,0.725752508,246,36894,0,1,-88.07616506,30.76520544
G01009700052002,Alabama,Mobile County,5200,2,543,327,0.602209945,216,39583,0,1,-88.0807606,30.76064685
G01009700053001,Alabama,Mobile County,5300,1,1937,1007,0.519876097,930,28214,0,1,-88.08579236,30.77923209
G01009700054001,Alabama,Mobile County,5400,1,2438,1806,0.740771124,632,58500,0,0,-88.07596911,30.80823515
G01009700054002,Alabama,Mobile County,5400,2,2205,1881,0.853061224,324,49912,0,0,-88.09002762,30.80108321
G01009700055001,Alabama,Mobile County,5500,1,1000,783,0.783,217,51141,0,0,-88.06429791,30.81941636
G01009700055002,Alabama,Mobile County,5500,2,1966,1111,0.565106816,855,48536,0,0,-88.08164695,30.82322217
G01009700056001,Alabama,Mobile County,5600,1,3030,2663,0.878877888,367,73885,0,0,-88.04110397,30.86396419
G01009700056002,Alabama,Mobile County,5600,2,1986,1293,0.651057402,693,47819,0,0,-88.04967864,30.83703943
G01009700056003,Alabama,Mobile County,5600,3,2363,2107,0.89166314,256,50260,0,0,-88.06582837,30.84982069
G01009700057001,Alabama,Mobile County,5700,1,1471,1410,0.958531611,61,52188,0,0,-88.10041441,30.92281017
G01009700057002,Alabama,Mobile County,5700,2,3242,2798,0.863047502,444,70096,0,0,-88.09827368,30.86692476
G01009700057003,Alabama,Mobile County,5700,3,2761,1854,0.671495835,907,49529,0,0,-87.99414626,30.96622762
G01009700058001,Alabama,Mobile County,5800,1,1534,918,0.598435463,616,51875,0,0,-88.05048391,31.01748398
G01009700058002,Alabama,Mobile County,5800,2,1865,551,0.295442359,1314,36250,1,1,-88.08909055,31.10725631
G01009700058003,Alabama,Mobile County,5800,3,1126,234,0.207815275,892,31196,1,1,-87.98208932,31.12722012
G01009700059001,Alabama,Mobile County,5900,1,2419,2035,0.841256718,384,48778,0,0,-88.19347104,30.99285473
G01009700059002,Alabama,Mobile County,5900,2,2155,1821,0.845011601,334,50208,0,0,-88.34773566,31.02984693
G01009700060001,Alabama,Mobile County,6000,1,226,180,0.796460177,46,37634,0,1,-88.24147894,31.07252956
G01009700060002,Alabama,Mobile County,6000,2,1446,717,0.495850622,729,44500,1,0,-88.20671334,31.09590009
G01009700060003,Alabama,Mobile County,6000,3,3637,2892,0.795160847,745,41985,0,1,-88.28541627,31.07989057
G01009700061021,Alabama,Mobile County,6102,1,2583,2246,0.869531552,337,42500,0,0,-88.21011684,30.78757194
G01009700061031,Alabama,Mobile County,6103,1,3410,540,0.158357771,2870,47083,1,0,-88.15969655,30.77521812
G01009700061032,Alabama,Mobile County,6103,2,2386,150,0.062866723,2236,35625,1,1,-88.14017631,30.7599388
G01009700061041,Alabama,Mobile County,6104,1,2795,2537,0.907692308,258,53103,0,0,-88.20274204,30.85894462
G01009700061042,Alabama,Mobile County,6104,2,1925,1569,0.815064935,356,66429,0,0,-88.21965665,30.89803299
G01009700061051,Alabama,Mobile County,6105,1,3118,2174,0.697241822,944,68750,0,0,-88.11894231,30.79939577
G01009700061052,Alabama,Mobile County,6105,2,2046,1639,0.801075269,407,35577,0,1,-88.21480496,30.81812083
G01009700061053,Alabama,Mobile County,6105,3,2158,1653,0.765987025,505,57926,0,0,-88.15974561,30.82449455
G01009700062001,Alabama,Mobile County,6200,1,3778,3335,0.882742192,443,50709,0,0,-88.35825148,30.89161589
G01009700062002,Alabama,Mobile County,6200,2,1468,1072,0.730245232,396,64962,0,0,-88.38322425,30.80663199
G01009700063011,Alabama,Mobile County,6301,1,3864,3414,0.883540373,450,42333,0,0,-88.3103915,30.78455464
G01009700063012,Alabama,Mobile County,6301,2,3759,3030,0.806065443,729,71361,0,0,-88.30623094,30.74945674
G01009700063013,Alabama,Mobile County,6301,3,3217,3056,0.949953373,161,39869,0,1,-88.28386005,30.81821468
G01009700063021,Alabama,Mobile County,6302,1,4193,2965,0.707130933,1228,67500,0,0,-88.24985538,30.73966653
G01009700063022,Alabama,Mobile County,6302,2,4170,2902,0.695923261,1268,53628,0,0,-88.24478409,30.77001314
G01009700064021,Alabama,Mobile County,6402,1,731,210,0.287277702,521,57379.25,1,0,-88.21634327,30.70467644
G01009700064022,Alabama,Mobile County,6402,2,1826,1455,0.796823658,371,55781,0,0,-88.26586123,30.72199095
G01009700064023,Alabama,Mobile County,6402,3,1514,1299,0.857992074,215,52608,0,0,-88.2415378,30.71128167
G01009700064031,Alabama,Mobile County,6403,1,1682,1053,0.626040428,629,44601,0,0,-88.25280498,30.69018147
G01009700064041,Alabama,Mobile County,6404,1,3336,2786,0.835131894,550,72623,0,0,-88.25853638,30.66613461
G01009700064042,Alabama,Mobile County,6404,2,4799,3374,0.703063138,1425,60982,0,0,-88.23506848,30.64973787
G01009700064043,Alabama,Mobile County,6404,3,3691,2523,0.683554592,1168,54241,0,0,-88.24256755,30.66102034
G01009700064051,Alabama,Mobile County,6405,1,1642,1010,0.615103532,632,43615,0,0,-88.21596428,30.68125175
G01009700064052,Alabama,Mobile County,6405,2,1227,883,0.719641402,344,65838.33333,0,0,-88.21651214,30.67239826
G01009700064053,Alabama,Mobile County,6405,3,4077,2802,0.687270052,1275,81272,0,0,-88.21628917,30.64945902
G01009700064054,Alabama,Mobile County,6405,4,2132,1340,0.628517824,792,72628,0,0,-88.21652796,30.66481923
G01009700064061,Alabama,Mobile County,6406,1,6355,5151,0.81054288,1204,93281,0,0,-88.27194836,30.63735696
G01009700064062,Alabama,Mobile County,6406,2,3209,2623,0.817388595,586,95179,0,0,-88.3113758,30.63629081
G01009700064071,Alabama,Mobile County,6407,1,3312,2988,0.902173913,324,64784,0,0,-88.36969742,30.68887779
G01009700064072,Alabama,Mobile County,6407,2,2215,1900,0.85778781,315,72122,0,0,-88.30614305,30.69732583
G01009700065011,Alabama,Mobile County,6501,1,2884,2172,0.753120666,712,65357,0,0,-88.26366655,30.57439495
G01009700065012,Alabama,Mobile County,6501,2,2147,1940,0.9035864,207,63804,0,0,-88.26482502,30.53266312
G01009700065021,Alabama,Mobile County,6502,1,4887,3896,0.797217107,991,54229,0,0,-88.3556257,30.56643187
G01009700065022,Alabama,Mobile County,6502,2,2777,2628,0.946344977,149,59263,0,0,-88.31072175,30.53938051
G01009700065023,Alabama,Mobile County,6502,3,1740,1740,1,0,65238,0,0,-88.36405278,30.4979907
G01009700065024,Alabama,Mobile County,6502,4,3526,2895,0.821043676,631,109050,0,0,-88.27921389,30.6133366
G01009700066001,Alabama,Mobile County,6600,1,995,831,0.835175879,164,81493,0,0,-88.35160737,30.48354136
G01009700066002,Alabama,Mobile County,6600,2,1601,1568,0.979387883,33,70446,0,0,-88.32759457,30.47023496
G01009700066003,Alabama,Mobile County,6600,3,1384,1384,1,0,64952,0,0,-88.35962259,30.46360699
G01009700066004,Alabama,Mobile County,6600,4,1629,1375,0.84407612,254,67527,0,0,-88.34499178,30.42579994
G01009700067011,Alabama,Mobile County,6701,1,1722,952,0.552845528,770,46413,0,0,-88.27603995,30.4705494
G01009700067012,Alabama,Mobile County,6701,2,1848,1227,0.663961039,621,39044,0,1,-88.23600259,30.47914922
G01009700067013,Alabama,Mobile County,6701,3,2707,2197,0.811599557,510,56552,0,0,-88.23683831,30.44757123
G01009700067021,Alabama,Mobile County,6702,1,1362,901,0.661527166,461,35625,0,1,-88.23572756,30.52406377
G01009700067022,Alabama,Mobile County,6702,2,944,696,0.737288136,248,52188,0,0,-88.20686513,30.50779111
G01009700067023,Alabama,Mobile County,6702,3,1857,1073,0.577813678,784,39250,0,1,-88.27391307,30.50036698
G01009700068011,Alabama,Mobile County,6801,1,3375,2122,0.628740741,1253,85455,0,0,-88.22283904,30.59998699
G01009700068012,Alabama,Mobile County,6801,2,2555,2141,0.837964775,414,72469,0,0,-88.23864026,30.62282979
G01009700068013,Alabama,Mobile County,6801,3,1637,1349,0.824068418,288,116250,0,0,-88.21672287,30.62541303
G01009700068021,Alabama,Mobile County,6802,1,1147,857,0.747166521,290,31786,0,1,-88.16508146,30.5958126
G01009700068022,Alabama,Mobile County,6802,2,1813,1230,0.678433536,583,39682,0,1,-88.19109752,30.6009705
G01009700069011,Alabama,Mobile County,6901,1,2814,2098,0.745557925,716,41061,0,1,-88.22772753,30.56156249
G01009700069012,Alabama,Mobile County,6901,2,3716,1782,0.479547901,1934,48560,1,0,-88.2213743,30.57769729
G01009700069013,Alabama,Mobile County,6901,3,1291,644,0.49883811,647,22969,1,1,-88.20275165,30.57484227
G01009700069021,Alabama,Mobile County,6902,1,1429,949,0.66410077,480,41339,0,1,-88.18003245,30.58054296
G01009700069022,Alabama,Mobile County,6902,2,2530,1842,0.728063241,688,40820,0,1,-88.19275089,30.58322623
G01009700070001,Alabama,Mobile County,7000,1,632,595,0.941455696,37,54631,0,0,-88.09218924,30.54072726
G01009700070002,Alabama,Mobile County,7000,2,1548,1293,0.835271318,255,69327,0,0,-88.13167001,30.56834798
G01009700070003,Alabama,Mobile County,7000,3,1916,1713,0.894050104,203,57321,0,0,-88.13618223,30.5931792
G01009700071011,Alabama,Mobile County,7101,1,1508,1119,0.74204244,389,32349,0,1,-88.18508317,30.54435162
G01009700071012,Alabama,Mobile County,7101,2,2537,1920,0.756799369,617,69338,0,0,-88.20455793,30.54490879
G01009700071013,Alabama,Mobile County,7101,3,938,898,0.957356077,40,26563,0,1,-88.1822851,30.56513881
G01009700071021,Alabama,Mobile County,7102,1,3105,1096,0.352979066,2009,38220,1,1,-88.1542881,30.52720085
